input_decimal,input_hex,fpga_result_hex,latency_seconds,latency_ms
627,0x0273,0x1909,0.007081,7.081
628,0x0274,0x190E,0.007883,7.883
629,0x0275,0x1913,0.007133,7.133
630,0x0276,0x1918,0.007947,7.947
631,0x0277,0x191D,0.008007,8.007
632,0x0278,0x1923,0.007873,7.873
633,0x0279,0x1928,0.007064,7.064
634,0x027A,0x192D,0.007896,7.896
635,0x027B,0x1932,0.007117,7.117
636,0x027C,0x1937,0.007940,7.940
637,0x027D,0x193C,0.007989,7.989
638,0x027E,0x1941,0.008004,8.004
639,0x027F,0x1946,0.007887,7.887
640,0x0280,0x194B,0.007062,7.062
641,0x0281,0x1950,0.007877,7.877
642,0x0282,0x1955,0.007140,7.140
643,0x0283,0x195A,0.007934,7.934
644,0x0284,0x195F,0.007993,7.993
645,0x0285,0x1964,0.008248,8.248
646,0x0286,0x1969,0.007627,7.627
647,0x0287,0x196E,0.007105,7.105
648,0x0288,0x1974,0.007850,7.850
649,0x0289,0x1979,0.007067,7.067
650,0x028A,0x197E,0.008012,8.012
651,0x028B,0x1983,0.007990,7.990
652,0x028C,0x1988,0.008104,8.104
653,0x028D,0x198D,0.007769,7.769
654,0x028E,0x1992,0.006979,6.979
655,0x028F,0x1997,0.007147,7.147
656,0x0290,0x199C,0.007933,7.933
657,0x0291,0x19A1,0.007995,7.995
658,0x0292,0x19A6,0.007987,7.987
659,0x0293,0x19AB,0.007885,7.885
660,0x0294,0x19B0,0.007074,7.074
661,0x0295,0x19B5,0.007908,7.908
662,0x0296,0x19BA,0.007094,7.094
663,0x0297,0x19BE,0.008004,8.004
664,0x0298,0x19C3,0.007982,7.982
665,0x0299,0x19C8,0.007991,7.991
666,0x029A,0x19CD,0.007979,7.979
667,0x029B,0x19D2,0.007992,7.992
668,0x029C,0x19D7,0.007987,7.987
669,0x029D,0x19DC,0.007989,7.989
670,0x029E,0x19E1,0.007979,7.979
671,0x029F,0x19E6,0.007991,7.991
672,0x02A0,0x19EB,0.008005,8.005
673,0x02A1,0x19F0,0.007991,7.991
674,0x02A2,0x19F5,0.007991,7.991
675,0x02A3,0x19FA,0.007976,7.976
676,0x02A4,0x19FF,0.008025,8.025
677,0x02A5,0x1A04,0.008052,8.052
678,0x02A6,0x1A09,0.007943,7.943
679,0x02A7,0x1A0E,0.007955,7.955
680,0x02A8,0x1A12,0.008008,8.008
681,0x02A9,0x1A17,0.007831,7.831
682,0x02AA,0x1A1C,0.007187,7.187
683,0x02AB,0x1A21,0.008005,8.005
684,0x02AC,0x1A26,0.007971,7.971
685,0x02AD,0x1A2B,0.007765,7.765
686,0x02AE,0x1A30,0.006978,6.978
687,0x02AF,0x1A35,0.007064,7.064
688,0x02B0,0x1A3A,0.007907,7.907
689,0x02B1,0x1A3E,0.007318,7.318
690,0x02B2,0x1A43,0.007680,7.680
691,0x02B3,0x1A48,0.007049,7.049
692,0x02B4,0x1A4D,0.007917,7.917
693,0x02B5,0x1A52,0.007180,7.180
694,0x02B6,0x1A57,0.007886,7.886
695,0x02B7,0x1A5C,0.007983,7.983
696,0x02B8,0x1A61,0.008129,8.129
697,0x02B9,0x1A65,0.007895,7.895
698,0x02BA,0x1A6A,0.007983,7.983
699,0x02BB,0x1A6F,0.007840,7.840
700,0x02BC,0x1A74,0.007158,7.158
701,0x02BD,0x1A79,0.007944,7.944
702,0x02BE,0x1A7E,0.007990,7.990
703,0x02BF,0x1A82,0.007969,7.969
704,0x02C0,0x1A87,0.007989,7.989
705,0x02C1,0x1A8C,0.007994,7.994
706,0x02C2,0x1A91,0.007985,7.985
707,0x02C3,0x1A96,0.007985,7.985
708,0x02C4,0x1A9A,0.007982,7.982
709,0x02C5,0x1A9F,0.007983,7.983
710,0x02C6,0x1AA4,0.007980,7.980
711,0x02C7,0x1AA9,0.007975,7.975
712,0x02C8,0x1AAE,0.007982,7.982
713,0x02C9,0x1AB2,0.007971,7.971
714,0x02CA,0x1AB7,0.007976,7.976
715,0x02CB,0x1ABC,0.008005,8.005
716,0x02CC,0x1AC1,0.007949,7.949
717,0x02CD,0x1AC6,0.007988,7.988
718,0x02CE,0x1ACA,0.008007,8.007
719,0x02CF,0x1ACF,0.008101,8.101
720,0x02D0,0x1AD4,0.007751,7.751
721,0x02D1,0x1AD9,0.006993,6.993
722,0x02D2,0x1ADE,0.007158,7.158
723,0x02D3,0x1AE2,0.007802,7.802
724,0x02D4,0x1AE7,0.007983,7.983
725,0x02D5,0x1AEC,0.007980,7.980
726,0x02D6,0x1AF1,0.007867,7.867
727,0x02D7,0x1AF5,0.007011,7.011
728,0x02D8,0x1AFA,0.007188,7.188
729,0x02D9,0x1AFF,0.007909,7.909
730,0x02DA,0x1B04,0.007972,7.972
731,0x02DB,0x1B08,0.007994,7.994
732,0x02DC,0x1B0D,0.007980,7.980
733,0x02DD,0x1B12,0.007865,7.865
734,0x02DE,0x1B16,0.006980,6.980
735,0x02DF,0x1B1B,0.007152,7.152
736,0x02E0,0x1B20,0.007916,7.916
737,0x02E1,0x1B25,0.008010,8.010
738,0x02E2,0x1B29,0.007999,7.999
739,0x02E3,0x1B2E,0.008013,8.013
740,0x02E4,0x1B33,0.007977,7.977
741,0x02E5,0x1B37,0.007979,7.979
742,0x02E6,0x1B3C,0.007842,7.842
743,0x02E7,0x1B41,0.007031,7.031
744,0x02E8,0x1B46,0.008060,8.060
745,0x02E9,0x1B4A,0.007831,7.831
746,0x02EA,0x1B4F,0.007044,7.044
747,0x02EB,0x1B54,0.007017,7.017
748,0x02EC,0x1B58,0.007906,7.906
749,0x02ED,0x1B5D,0.007175,7.175
750,0x02EE,0x1B62,0.008120,8.120
751,0x02EF,0x1B66,0.007869,7.869
752,0x02F0,0x1B6B,0.007797,7.797
753,0x02F1,0x1B70,0.006977,6.977
754,0x02F2,0x1B74,0.007344,7.344
755,0x02F3,0x1B79,0.007632,7.632
756,0x02F4,0x1B7E,0.006998,6.998
757,0x02F5,0x1B82,0.007027,7.027
758,0x02F6,0x1B87,0.007926,7.926
759,0x02F7,0x1B8C,0.007157,7.157
760,0x02F8,0x1B90,0.008026,8.026
761,0x02F9,0x1B95,0.007778,7.778
762,0x02FA,0x1B99,0.007039,7.039
763,0x02FB,0x1B9E,0.007933,7.933
764,0x02FC,0x1BA3,0.007081,7.081
765,0x02FD,0x1BA7,0.007989,7.989
766,0x02FE,0x1BAC,0.007983,7.983
767,0x02FF,0x1BB1,0.007881,7.881
768,0x0300,0x1BB5,0.007027,7.027
769,0x0301,0x1BBA,0.007941,7.941
770,0x0302,0x1BBE,0.007082,7.082
771,0x0303,0x1BC3,0.007982,7.982
772,0x0304,0x1BC8,0.007981,7.981
773,0x0305,0x1BCC,0.007991,7.991
774,0x0306,0x1BD1,0.008119,8.119
775,0x0307,0x1BD5,0.007750,7.750
776,0x0308,0x1BDA,0.007006,7.006
777,0x0309,0x1BDF,0.007202,7.202
778,0x030A,0x1BE3,0.007718,7.718
779,0x030B,0x1BE8,0.007076,7.076
780,0x030C,0x1BEC,0.007908,7.908
781,0x030D,0x1BF1,0.006964,6.964
782,0x030E,0x1BF6,0.006986,6.986
783,0x030F,0x1BFA,0.007018,7.018
784,0x0310,0x1BFF,0.006981,6.981
785,0x0311,0x1C03,0.007034,7.034
786,0x0312,0x1C08,0.007053,7.053
787,0x0313,0x1C0C,0.007890,7.890
788,0x0314,0x1C11,0.007018,7.018
789,0x0315,0x1C16,0.006968,6.968
790,0x0316,0x1C1A,0.007039,7.039
791,0x0317,0x1C1F,0.007044,7.044
792,0x0318,0x1C23,0.007862,7.862
793,0x0319,0x1C28,0.007018,7.018
794,0x031A,0x1C2C,0.006996,6.996
795,0x031B,0x1C31,0.006961,6.961
796,0x031C,0x1C35,0.007053,7.053
797,0x031D,0x1C3A,0.007060,7.060
798,0x031E,0x1C3E,0.007875,7.875
799,0x031F,0x1C43,0.006979,6.979
800,0x0320,0x1C48,0.007015,7.015
801,0x0321,0x1C4C,0.007039,7.039
802,0x0322,0x1C51,0.007911,7.911
803,0x0323,0x1C55,0.007093,7.093
804,0x0324,0x1C5A,0.007888,7.888
805,0x0325,0x1C5E,0.006994,6.994
806,0x0326,0x1C63,0.007020,7.020
807,0x0327,0x1C67,0.007055,7.055
808,0x0328,0x1C6C,0.007903,7.903
809,0x0329,0x1C70,0.007032,7.032
810,0x032A,0x1C75,0.006944,6.944
811,0x032B,0x1C79,0.007054,7.054
812,0x032C,0x1C7E,0.007037,7.037
813,0x032D,0x1C82,0.007882,7.882
814,0x032E,0x1C87,0.006977,6.977
815,0x032F,0x1C8B,0.007043,7.043
816,0x0330,0x1C90,0.007036,7.036
817,0x0331,0x1C94,0.006953,6.953
818,0x0332,0x1C98,0.007052,7.052
819,0x0333,0x1C9D,0.008105,8.105
820,0x0334,0x1CA1,0.008038,8.038
821,0x0335,0x1CA6,0.008082,8.082
822,0x0336,0x1CAA,0.007964,7.964
823,0x0337,0x1CAF,0.007677,7.677
824,0x0338,0x1CB3,0.006988,6.988
825,0x0339,0x1CB8,0.007054,7.054
826,0x033A,0x1CBC,0.008060,8.060
827,0x033B,0x1CC1,0.007833,7.833
828,0x033C,0x1CC5,0.007000,7.000
829,0x033D,0x1CCA,0.007042,7.042
830,0x033E,0x1CCE,0.008169,8.169
831,0x033F,0x1CD2,0.007899,7.899
832,0x0340,0x1CD7,0.007807,7.807
833,0x0341,0x1CDB,0.007199,7.199
834,0x0342,0x1CE0,0.008028,8.028
835,0x0343,0x1CE4,0.007966,7.966
836,0x0344,0x1CE9,0.007731,7.731
837,0x0345,0x1CED,0.007265,7.265
838,0x0346,0x1CF1,0.007881,7.881
839,0x0347,0x1CF6,0.007975,7.975
840,0x0348,0x1CFA,0.007827,7.827
841,0x0349,0x1CFF,0.007144,7.144
842,0x034A,0x1D03,0.007991,7.991
843,0x034B,0x1D08,0.007968,7.968
844,0x034C,0x1D0C,0.007980,7.980
845,0x034D,0x1D10,0.007990,7.990
846,0x034E,0x1D15,0.007827,7.827
847,0x034F,0x1D19,0.007192,7.192
848,0x0350,0x1D1E,0.007932,7.932
849,0x0351,0x1D22,0.007858,7.858
850,0x0352,0x1D26,0.007198,7.198
851,0x0353,0x1D2B,0.007895,7.895
852,0x0354,0x1D2F,0.007983,7.983
853,0x0355,0x1D33,0.007991,7.991
854,0x0356,0x1D38,0.007874,7.874
855,0x0357,0x1D3C,0.007197,7.197
856,0x0358,0x1D41,0.007882,7.882
857,0x0359,0x1D45,0.007998,7.998
858,0x035A,0x1D49,0.007974,7.974
859,0x035B,0x1D4E,0.007990,7.990
860,0x035C,0x1D52,0.007971,7.971
861,0x035D,0x1D56,0.007986,7.986
862,0x035E,0x1D5B,0.008004,8.004
863,0x035F,0x1D5F,0.007999,7.999
864,0x0360,0x1D64,0.007985,7.985
865,0x0361,0x1D68,0.007995,7.995
866,0x0362,0x1D6C,0.007957,7.957
867,0x0363,0x1D71,0.007994,7.994
868,0x0364,0x1D75,0.007811,7.811
869,0x0365,0x1D79,0.007125,7.125
870,0x0366,0x1D7E,0.007970,7.970
871,0x0367,0x1D82,0.007988,7.988
872,0x0368,0x1D86,0.008020,8.020
873,0x0369,0x1D8B,0.008015,8.015
874,0x036A,0x1D8F,0.007949,7.949
875,0x036B,0x1D93,0.007997,7.997
876,0x036C,0x1D98,0.007798,7.798
877,0x036D,0x1D9C,0.007155,7.155
878,0x036E,0x1DA0,0.007998,7.998
879,0x036F,0x1DA5,0.007839,7.839
880,0x0370,0x1DA9,0.007205,7.205
881,0x0371,0x1DAD,0.007971,7.971
882,0x0372,0x1DB2,0.008023,8.023
883,0x0373,0x1DB6,0.007997,7.997
884,0x0374,0x1DBA,0.008023,8.023
885,0x0375,0x1DBE,0.007876,7.876
886,0x0376,0x1DC3,0.008123,8.123
887,0x0377,0x1DC7,0.007944,7.944
888,0x0378,0x1DCB,0.007707,7.707
889,0x0379,0x1DD0,0.007238,7.238
890,0x037A,0x1DD4,0.008064,8.064
891,0x037B,0x1DD8,0.007993,7.993
892,0x037C,0x1DDC,0.007972,7.972
893,0x037D,0x1DE1,0.008042,8.042
894,0x037E,0x1DE5,0.007588,7.588
895,0x037F,0x1DE9,0.007031,7.031
896,0x0380,0x1DEE,0.007268,7.268
897,0x0381,0x1DF2,0.007833,7.833
898,0x0382,0x1DF6,0.008261,8.261
899,0x0383,0x1DFA,0.007551,7.551
900,0x0384,0x1DFF,0.007057,7.057
901,0x0385,0x1E03,0.007949,7.949
902,0x0386,0x1E07,0.007210,7.210
903,0x0387,0x1E0B,0.007977,7.977
904,0x0388,0x1E10,0.007919,7.919
905,0x0389,0x1E14,0.008090,8.090
906,0x038A,0x1E18,0.007744,7.744
907,0x038B,0x1E1C,0.007041,7.041
908,0x038C,0x1E21,0.008043,8.043
909,0x038D,0x1E25,0.007979,7.979
910,0x038E,0x1E29,0.007855,7.855
911,0x038F,0x1E2D,0.007144,7.144
912,0x0390,0x1E32,0.007976,7.976
913,0x0391,0x1E36,0.007987,7.987
914,0x0392,0x1E3A,0.007977,7.977
915,0x0393,0x1E3E,0.008003,8.003
916,0x0394,0x1E43,0.007985,7.985
917,0x0395,0x1E47,0.007961,7.961
918,0x0396,0x1E4B,0.007994,7.994
919,0x0397,0x1E4F,0.007980,7.980
920,0x0398,0x1E54,0.008002,8.002
921,0x0399,0x1E58,0.007837,7.837
922,0x039A,0x1E5C,0.008114,8.114
923,0x039B,0x1E60,0.007793,7.793
924,0x039C,0x1E64,0.007053,7.053
925,0x039D,0x1E69,0.007979,7.979
926,0x039E,0x1E6D,0.007942,7.942
927,0x039F,0x1E71,0.007212,7.212
928,0x03A0,0x1E75,0.007930,7.930
929,0x03A1,0x1E79,0.007980,7.980
930,0x03A2,0x1E7E,0.007989,7.989
931,0x03A3,0x1E82,0.007984,7.984
932,0x03A4,0x1E86,0.007983,7.983
933,0x03A5,0x1E8A,0.007985,7.985
934,0x03A6,0x1E8E,0.007984,7.984
935,0x03A7,0x1E93,0.007849,7.849
936,0x03A8,0x1E97,0.007252,7.252
937,0x03A9,0x1E9B,0.007885,7.885
938,0x03AA,0x1E9F,0.007968,7.968
939,0x03AB,0x1EA3,0.007888,7.888
940,0x03AC,0x1EA7,0.008083,8.083
941,0x03AD,0x1EAC,0.007811,7.811
942,0x03AE,0x1EB0,0.007237,7.237
943,0x03AF,0x1EB4,0.007899,7.899
944,0x03B0,0x1EB8,0.007969,7.969
945,0x03B1,0x1EBC,0.008026,8.026
946,0x03B2,0x1EC0,0.007998,7.998
947,0x03B3,0x1EC5,0.007988,7.988
948,0x03B4,0x1EC9,0.008026,8.026
949,0x03B5,0x1ECD,0.008017,8.017
950,0x03B6,0x1ED1,0.007967,7.967
951,0x03B7,0x1ED5,0.008068,8.068
952,0x03B8,0x1ED9,0.007688,7.688
953,0x03B9,0x1EDE,0.007048,7.048
954,0x03BA,0x1EE2,0.007941,7.941
955,0x03BB,0x1EE6,0.008151,8.151
956,0x03BC,0x1EEA,0.007956,7.956
957,0x03BD,0x1EEE,0.007993,7.993
958,0x03BE,0x1EF2,0.008121,8.121
959,0x03BF,0x1EF6,0.008000,8.000
960,0x03C0,0x1EFB,0.008034,8.034
961,0x03C1,0x1EFF,0.007631,7.631
962,0x03C2,0x1F03,0.006956,6.956
963,0x03C3,0x1F07,0.007956,7.956
964,0x03C4,0x1F0B,0.007245,7.245
965,0x03C5,0x1F0F,0.008030,8.030
966,0x03C6,0x1F13,0.007670,7.670
967,0x03C7,0x1F17,0.007036,7.036
968,0x03C8,0x1F1C,0.007923,7.923
969,0x03C9,0x1F20,0.007219,7.219
970,0x03CA,0x1F24,0.007967,7.967
971,0x03CB,0x1F28,0.008016,8.016
972,0x03CC,0x1F2C,0.007907,7.907
973,0x03CD,0x1F30,0.007982,7.982
974,0x03CE,0x1F34,0.007987,7.987
975,0x03CF,0x1F38,0.007982,7.982
976,0x03D0,0x1F3C,0.007829,7.829
977,0x03D1,0x1F40,0.007286,7.286
978,0x03D2,0x1F45,0.007814,7.814
979,0x03D3,0x1F49,0.007960,7.960
980,0x03D4,0x1F4D,0.007987,7.987
981,0x03D5,0x1F51,0.008007,8.007
982,0x03D6,0x1F55,0.008096,8.096
983,0x03D7,0x1F59,0.007907,7.907
984,0x03D8,0x1F5D,0.007978,7.978
985,0x03D9,0x1F61,0.007833,7.833
986,0x03DA,0x1F65,0.007187,7.187
987,0x03DB,0x1F69,0.007926,7.926
988,0x03DC,0x1F6D,0.007977,7.977
989,0x03DD,0x1F71,0.007979,7.979
990,0x03DE,0x1F75,0.007994,7.994
991,0x03DF,0x1F7A,0.007975,7.975
992,0x03E0,0x1F7E,0.007985,7.985
993,0x03E1,0x1F82,0.007983,7.983
994,0x03E2,0x1F86,0.007991,7.991
995,0x03E3,0x1F8A,0.007995,7.995
996,0x03E4,0x1F8E,0.007986,7.986
997,0x03E5,0x1F92,0.007957,7.957
998,0x03E6,0x1F96,0.007986,7.986
999,0x03E7,0x1F9A,0.008086,8.086
1000,0x03E8,0x1F9E,0.007935,7.935
1001,0x03E9,0x1FA2,0.007984,7.984
1002,0x03EA,0x1FA6,0.007986,7.986
1003,0x03EB,0x1FAA,0.008002,8.002
1004,0x03EC,0x1FAE,0.007982,7.982
1005,0x03ED,0x1FB2,0.007887,7.887
1006,0x03EE,0x1FB6,0.008078,8.078
1007,0x03EF,0x1FBA,0.007985,7.985
1008,0x03F0,0x1FBE,0.007984,7.984
1009,0x03F1,0x1FC2,0.007953,7.953
1010,0x03F2,0x1FC6,0.007978,7.978
1011,0x03F3,0x1FCA,0.007938,7.938
1012,0x03F4,0x1FCE,0.007997,7.997
1013,0x03F5,0x1FD3,0.007993,7.993
1014,0x03F6,0x1FD7,0.007984,7.984
1015,0x03F7,0x1FDB,0.008065,8.065
1016,0x03F8,0x1FDF,0.008011,8.011
1017,0x03F9,0x1FE3,0.007953,7.953
1018,0x03FA,0x1FE7,0.007924,7.924
1019,0x03FB,0x1FEB,0.007870,7.870
1020,0x03FC,0x1FEF,0.007006,7.006
1021,0x03FD,0x1FF3,0.007171,7.171
1022,0x03FE,0x1FF7,0.008076,8.076
1023,0x03FF,0x1FFB,0.008000,8.000
1024,0x0400,0x2000,0.007993,7.993
1025,0x0401,0x2003,0.007676,7.676
1026,0x0402,0x2007,0.006988,6.988
1027,0x0403,0x200B,0.007179,7.179
1028,0x0404,0x200F,0.007948,7.948
1029,0x0405,0x2013,0.008195,8.195
1030,0x0406,0x2017,0.007758,7.758
1031,0x0407,0x201B,0.007989,7.989
1032,0x0408,0x201F,0.007990,7.990
1033,0x0409,0x2023,0.007977,7.977
1034,0x040A,0x2027,0.007968,7.968
1035,0x040B,0x202B,0.008032,8.032
1036,0x040C,0x202F,0.007995,7.995
1037,0x040D,0x2033,0.007976,7.976
1038,0x040E,0x2037,0.008022,8.022
1039,0x040F,0x203B,0.008008,8.008
1040,0x0410,0x203F,0.007832,7.832
1041,0x0411,0x2043,0.008103,8.103
1042,0x0412,0x2047,0.007766,7.766
1043,0x0413,0x204B,0.006990,6.990
1044,0x0414,0x204F,0.007174,7.174
1045,0x0415,0x2053,0.007919,7.919
1046,0x0416,0x2057,0.007976,7.976
1047,0x0417,0x205B,0.007974,7.974
1048,0x0418,0x205F,0.007982,7.982
1049,0x0419,0x2063,0.007883,7.883
1050,0x041A,0x2067,0.007029,7.029
1051,0x041B,0x206B,0.007906,7.906
1052,0x041C,0x206F,0.007116,7.116
1053,0x041D,0x2073,0.007988,7.988
1054,0x041E,0x2077,0.008013,8.013
1055,0x041F,0x207B,0.008145,8.145
1056,0x0420,0x207F,0.007696,7.696
1057,0x0421,0x2082,0.007014,7.014
1058,0x0422,0x2086,0.008062,8.062
1059,0x0423,0x208A,0.007972,7.972
1060,0x0424,0x208E,0.007984,7.984
1061,0x0425,0x2092,0.007978,7.978
1062,0x0426,0x2096,0.007977,7.977
1063,0x0427,0x209A,0.007978,7.978
1064,0x0428,0x209E,0.008024,8.024
1065,0x0429,0x20A2,0.007998,7.998
1066,0x042A,0x20A6,0.007853,7.853
1067,0x042B,0x20AA,0.007981,7.981
1068,0x042C,0x20AE,0.007990,7.990
1069,0x042D,0x20B2,0.007977,7.977
1070,0x042E,0x20B5,0.008086,8.086
1071,0x042F,0x20B9,0.007973,7.973
1072,0x0430,0x20BD,0.008059,8.059
1073,0x0431,0x20C1,0.007960,7.960
1074,0x0432,0x20C5,0.007975,7.975
1075,0x0433,0x20C9,0.007968,7.968
1076,0x0434,0x20CD,0.008003,8.003
1077,0x0435,0x20D1,0.007795,7.795
1078,0x0436,0x20D5,0.007226,7.226
1079,0x0437,0x20D9,0.007899,7.899
1080,0x0438,0x20DD,0.007996,7.996
1081,0x0439,0x20E0,0.007878,7.878
1082,0x043A,0x20E4,0.008106,8.106
1083,0x043B,0x20E8,0.007838,7.838
1084,0x043C,0x20EC,0.007153,7.153
1085,0x043D,0x20F0,0.007945,7.945
1086,0x043E,0x20F4,0.007980,7.980
1087,0x043F,0x20F8,0.008024,8.024
1088,0x0440,0x20FC,0.008080,8.080
1089,0x0441,0x2100,0.007976,7.976
1090,0x0442,0x2103,0.007970,7.970
1091,0x0443,0x2107,0.007959,7.959
1092,0x0444,0x210B,0.008099,8.099
1093,0x0445,0x210F,0.007797,7.797
1094,0x0446,0x2113,0.007996,7.996
1095,0x0447,0x2117,0.008163,8.163
1096,0x0448,0x211B,0.007876,7.876
1097,0x0449,0x211E,0.007894,7.894
1098,0x044A,0x2122,0.007820,7.820
1099,0x044B,0x2126,0.007386,7.386
1100,0x044C,0x212A,0.007723,7.723
1101,0x044D,0x212E,0.007819,7.819
1102,0x044E,0x2132,0.007024,7.024
1103,0x044F,0x2136,0.007052,7.052
1104,0x0450,0x2139,0.007872,7.872
1105,0x0451,0x213D,0.007060,7.060
1106,0x0452,0x2141,0.007923,7.923
1107,0x0453,0x2145,0.007012,7.012
1108,0x0454,0x2149,0.007033,7.033
1109,0x0455,0x214D,0.007898,7.898
1110,0x0456,0x2151,0.007057,7.057
1111,0x0457,0x2154,0.007045,7.045
1112,0x0458,0x2158,0.007858,7.858
1113,0x0459,0x215C,0.007002,7.002
1114,0x045A,0x2160,0.007017,7.017
1115,0x045B,0x2164,0.007045,7.045
1116,0x045C,0x2168,0.007880,7.880
1117,0x045D,0x216B,0.007047,7.047
1118,0x045E,0x216F,0.007066,7.066
1119,0x045F,0x2173,0.007902,7.902
1120,0x0460,0x2177,0.007030,7.030
1121,0x0461,0x217B,0.007907,7.907
1122,0x0462,0x217F,0.006994,6.994
1123,0x0463,0x2182,0.006979,6.979
1124,0x0464,0x2186,0.007028,7.028
1125,0x0465,0x218A,0.006968,6.968
1126,0x0466,0x218E,0.007034,7.034
1127,0x0467,0x2192,0.007042,7.042
1128,0x0468,0x2195,0.007897,7.897
1129,0x0469,0x2199,0.007036,7.036
1130,0x046A,0x219D,0.006954,6.954
1131,0x046B,0x21A1,0.007083,7.083
1132,0x046C,0x21A5,0.007866,7.866
1133,0x046D,0x21A8,0.007012,7.012
1134,0x046E,0x21AC,0.007059,7.059
1135,0x046F,0x21B0,0.007867,7.867
1136,0x0470,0x21B4,0.006991,6.991
1137,0x0471,0x21B8,0.007011,7.011
1138,0x0472,0x21BB,0.006953,6.953
1139,0x0473,0x21BF,0.007040,7.040
1140,0x0474,0x21C3,0.007045,7.045
1141,0x0475,0x21C7,0.007874,7.874
1142,0x0476,0x21CB,0.007011,7.011
1143,0x0477,0x21CE,0.007007,7.007
1144,0x0478,0x21D2,0.007043,7.043
1145,0x0479,0x21D6,0.007883,7.883
1146,0x047A,0x21DA,0.006985,6.985
1147,0x047B,0x21DE,0.007005,7.005
1148,0x047C,0x21E1,0.006971,6.971
1149,0x047D,0x21E5,0.007031,7.031
1150,0x047E,0x21E9,0.006955,6.955
1151,0x047F,0x21ED,0.007051,7.051
1152,0x0480,0x21F0,0.006951,6.951
1153,0x0481,0x21F4,0.006950,6.950
1154,0x0482,0x21F8,0.006988,6.988
1155,0x0483,0x21FC,0.007011,7.011
1156,0x0484,0x2200,0.006978,6.978
1157,0x0485,0x2203,0.007053,7.053
1158,0x0486,0x2207,0.007052,7.052
1159,0x0487,0x220B,0.007867,7.867
1160,0x0488,0x220F,0.007068,7.068
1161,0x0489,0x2212,0.007906,7.906
1162,0x048A,0x2216,0.007025,7.025
1163,0x048B,0x221A,0.007056,7.056
1164,0x048C,0x221E,0.007885,7.885
1165,0x048D,0x2221,0.007043,7.043
1166,0x048E,0x2225,0.007075,7.075
1167,0x048F,0x2229,0.007856,7.856
1168,0x0490,0x222D,0.007070,7.070
1169,0x0491,0x2230,0.007905,7.905
1170,0x0492,0x2234,0.007043,7.043
1171,0x0493,0x2238,0.007946,7.946
1172,0x0494,0x223C,0.007077,7.077
1173,0x0495,0x223F,0.007894,7.894
1174,0x0496,0x2243,0.007043,7.043
1175,0x0497,0x2247,0.007918,7.918
1176,0x0498,0x224A,0.007231,7.231
1177,0x0499,0x224E,0.007755,7.755
1178,0x049A,0x2252,0.007079,7.079
1179,0x049B,0x2256,0.007895,7.895
1180,0x049C,0x2259,0.007011,7.011
1181,0x049D,0x225D,0.007933,7.933
1182,0x049E,0x2261,0.006974,6.974
1183,0x049F,0x2265,0.007049,7.049
1184,0x04A0,0x2268,0.007061,7.061
1185,0x04A1,0x226C,0.007886,7.886
1186,0x04A2,0x2270,0.006984,6.984
1187,0x04A3,0x2273,0.007027,7.027
1188,0x04A4,0x2277,0.007046,7.046
1189,0x04A5,0x227B,0.007882,7.882
1190,0x04A6,0x227F,0.007062,7.062
1191,0x04A7,0x2282,0.007918,7.918
1192,0x04A8,0x2286,0.007006,7.006
1193,0x04A9,0x228A,0.006989,6.989
1194,0x04AA,0x228D,0.007019,7.019
1195,0x04AB,0x2291,0.007057,7.057
1196,0x04AC,0x2295,0.007866,7.866
1197,0x04AD,0x2299,0.006996,6.996
1198,0x04AE,0x229C,0.007941,7.941
1199,0x04AF,0x22A0,0.007950,7.950
1200,0x04B0,0x22A4,0.007961,7.961
1201,0x04B1,0x22A7,0.007987,7.987
1202,0x04B2,0x22AB,0.007968,7.968
1203,0x04B3,0x22AF,0.007945,7.945
1204,0x04B4,0x22B2,0.007957,7.957
1205,0x04B5,0x22B6,0.008037,8.037
1206,0x04B6,0x22BA,0.007858,7.858
1207,0x04B7,0x22BD,0.007099,7.099
1208,0x04B8,0x22C1,0.007855,7.855
1209,0x04B9,0x22C5,0.007069,7.069
1210,0x04BA,0x22C8,0.007900,7.900
1211,0x04BB,0x22CC,0.007941,7.941
1212,0x04BC,0x22D0,0.007034,7.034
1213,0x04BD,0x22D4,0.007928,7.928
1214,0x04BE,0x22D7,0.006986,6.986
1215,0x04BF,0x22DB,0.007023,7.023
1216,0x04C0,0x22DF,0.007908,7.908
1217,0x04C1,0x22E2,0.007042,7.042
1218,0x04C2,0x22E6,0.007874,7.874
1219,0x04C3,0x22EA,0.007077,7.077
1220,0x04C4,0x22ED,0.007909,7.909
1221,0x04C5,0x22F1,0.007950,7.950
1222,0x04C6,0x22F5,0.007005,7.005
1223,0x04C7,0x22F8,0.007924,7.924
1224,0x04C8,0x22FC,0.006999,6.999
1225,0x04C9,0x2300,0.007938,7.938
1226,0x04CA,0x2303,0.007108,7.108
1227,0x04CB,0x2307,0.007826,7.826
1228,0x04CC,0x230A,0.007052,7.052
1229,0x04CD,0x230E,0.007047,7.047
1230,0x04CE,0x2312,0.007901,7.901
1231,0x04CF,0x2315,0.007962,7.962
1232,0x04D0,0x2319,0.007955,7.955
1233,0x04D1,0x231D,0.006998,6.998
1234,0x04D2,0x2320,0.007941,7.941
1235,0x04D3,0x2324,0.007960,7.960
1236,0x04D4,0x2328,0.007127,7.127
1237,0x04D5,0x232B,0.007827,7.827
