Input (Dec),Expected (Float),FPGA (Q8.8),Abs Error,Error (LSB),Status
29901,172.9191,172.9180,0.001087,0.28 LSB,PASS
29902,172.9219,172.9219,0.000073,0.02 LSB,PASS
29903,172.9248,172.9219,0.002964,0.76 LSB,PASS
29904,172.9277,172.9258,0.001949,0.50 LSB,PASS
29905,172.9306,172.9297,0.000934,0.24 LSB,PASS
29906,172.9335,172.9297,0.003826,0.98 LSB,PASS
29907,172.9364,172.9336,0.002811,0.72 LSB,PASS
29908,172.9393,172.9375,0.001796,0.46 LSB,PASS
29909,172.9422,172.9414,0.000781,0.20 LSB,PASS
29910,172.9451,172.9414,0.003672,0.94 LSB,PASS
29911,172.9480,172.9453,0.002657,0.68 LSB,PASS
29912,172.9509,172.9492,0.001641,0.42 LSB,PASS
29913,172.9538,172.9531,0.000626,0.16 LSB,PASS
29914,172.9566,172.9531,0.003517,0.90 LSB,PASS
29915,172.9595,172.9570,0.002502,0.64 LSB,PASS
29916,172.9624,172.9609,0.001486,0.38 LSB,PASS
29917,172.9653,172.9648,0.000471,0.12 LSB,PASS
29918,172.9682,172.9648,0.003361,0.86 LSB,PASS
29919,172.9711,172.9688,0.002346,0.60 LSB,PASS
29920,172.9740,172.9727,0.001330,0.34 LSB,PASS
29921,172.9769,172.9766,0.000315,0.08 LSB,PASS
29922,172.9798,172.9766,0.003205,0.82 LSB,PASS
29923,172.9827,172.9805,0.002189,0.56 LSB,PASS
29924,172.9855,172.9844,0.001174,0.30 LSB,PASS
29925,172.9884,172.9883,0.000158,0.04 LSB,PASS
29926,172.9913,172.9883,0.003048,0.78 LSB,PASS
29927,172.9942,172.9922,0.002032,0.52 LSB,PASS
29928,172.9971,172.9961,0.001016,0.26 LSB,PASS
29929,173.0000,173.0000,0.000000,0.00 LSB,PASS
29930,173.0029,173.0000,0.002890,0.74 LSB,PASS
29931,173.0058,173.0039,0.001874,0.48 LSB,PASS
29932,173.0087,173.0078,0.000858,0.22 LSB,PASS
29933,173.0116,173.0078,0.003748,0.96 LSB,PASS
29934,173.0145,173.0117,0.002732,0.70 LSB,PASS
29935,173.0173,173.0156,0.001715,0.44 LSB,PASS
29936,173.0202,173.0195,0.000699,0.18 LSB,PASS
29937,173.0231,173.0195,0.003589,0.92 LSB,PASS
29938,173.0260,173.0234,0.002572,0.66 LSB,PASS
29939,173.0289,173.0273,0.001556,0.40 LSB,PASS
29940,173.0318,173.0312,0.000539,0.14 LSB,PASS
29941,173.0347,173.0312,0.003429,0.88 LSB,PASS
29942,173.0376,173.0352,0.002412,0.62 LSB,PASS
29943,173.0405,173.0391,0.001395,0.36 LSB,PASS
29944,173.0433,173.0430,0.000378,0.10 LSB,PASS
29945,173.0462,173.0430,0.003268,0.84 LSB,PASS
29946,173.0491,173.0469,0.002251,0.58 LSB,PASS
29947,173.0520,173.0508,0.001234,0.32 LSB,PASS
29948,173.0549,173.0547,0.000217,0.06 LSB,PASS
29949,173.0578,173.0547,0.003106,0.80 LSB,PASS
29950,173.0607,173.0586,0.002089,0.53 LSB,PASS
29951,173.0636,173.0625,0.001072,0.27 LSB,PASS
29952,173.0665,173.0664,0.000055,0.01 LSB,PASS
29953,173.0694,173.0664,0.002944,0.75 LSB,PASS
29954,173.0722,173.0703,0.001927,0.49 LSB,PASS
29955,173.0751,173.0742,0.000909,0.23 LSB,PASS
29956,173.0780,173.0742,0.003798,0.97 LSB,PASS
29957,173.0809,173.0781,0.002781,0.71 LSB,PASS
29958,173.0838,173.0820,0.001763,0.45 LSB,PASS
29959,173.0867,173.0859,0.000746,0.19 LSB,PASS
29960,173.0896,173.0859,0.003635,0.93 LSB,PASS
29961,173.0925,173.0898,0.002617,0.67 LSB,PASS
29962,173.0953,173.0938,0.001599,0.41 LSB,PASS
29963,173.0982,173.0977,0.000582,0.15 LSB,PASS
29964,173.1011,173.0977,0.003470,0.89 LSB,PASS
29965,173.1040,173.1016,0.002452,0.63 LSB,PASS
29966,173.1069,173.1055,0.001435,0.37 LSB,PASS
29967,173.1098,173.1094,0.000417,0.11 LSB,PASS
29968,173.1127,173.1094,0.003305,0.85 LSB,PASS
29969,173.1156,173.1133,0.002287,0.59 LSB,PASS
29970,173.1185,173.1172,0.001269,0.32 LSB,PASS
29971,173.1213,173.1211,0.000251,0.06 LSB,PASS
29972,173.1242,173.1211,0.003139,0.80 LSB,PASS
29973,173.1271,173.1250,0.002121,0.54 LSB,PASS
29974,173.1300,173.1289,0.001103,0.28 LSB,PASS
29975,173.1329,173.1328,0.000084,0.02 LSB,PASS
29976,173.1358,173.1328,0.002972,0.76 LSB,PASS
29977,173.1387,173.1367,0.001954,0.50 LSB,PASS
29978,173.1416,173.1406,0.000936,0.24 LSB,PASS
29979,173.1444,173.1406,0.003823,0.98 LSB,PASS
29980,173.1473,173.1445,0.002805,0.72 LSB,PASS
29981,173.1502,173.1484,0.001786,0.46 LSB,PASS
29982,173.1531,173.1523,0.000768,0.20 LSB,PASS
29983,173.1560,173.1523,0.003655,0.94 LSB,PASS
29984,173.1589,173.1562,0.002637,0.67 LSB,PASS
29985,173.1618,173.1602,0.001618,0.41 LSB,PASS
29986,173.1647,173.1641,0.000599,0.15 LSB,PASS
29987,173.1675,173.1641,0.003486,0.89 LSB,PASS
29988,173.1704,173.1680,0.002468,0.63 LSB,PASS
29989,173.1733,173.1719,0.001449,0.37 LSB,PASS
29990,173.1762,173.1758,0.000430,0.11 LSB,PASS
29991,173.1791,173.1758,0.003317,0.85 LSB,PASS
29992,173.1820,173.1797,0.002298,0.59 LSB,PASS
29993,173.1849,173.1836,0.001279,0.33 LSB,PASS
29994,173.1878,173.1875,0.000259,0.07 LSB,PASS
29995,173.1906,173.1875,0.003146,0.81 LSB,PASS
29996,173.1935,173.1914,0.002127,0.54 LSB,PASS
29997,173.1964,173.1953,0.001108,0.28 LSB,PASS
29998,173.1993,173.1992,0.000088,0.02 LSB,PASS
29999,173.2022,173.1992,0.002975,0.76 LSB,PASS
30000,173.2051,173.2031,0.001956,0.50 LSB,PASS
30001,173.2080,173.2070,0.000936,0.24 LSB,PASS
30002,173.2109,173.2070,0.003823,0.98 LSB,PASS
30003,173.2137,173.2109,0.002803,0.72 LSB,PASS
30004,173.2166,173.2148,0.001784,0.46 LSB,PASS
30005,173.2195,173.2188,0.000764,0.20 LSB,PASS
30006,173.2224,173.2188,0.003650,0.93 LSB,PASS
30007,173.2253,173.2227,0.002631,0.67 LSB,PASS
30008,173.2282,173.2266,0.001611,0.41 LSB,PASS
30009,173.2311,173.2305,0.000591,0.15 LSB,PASS
30010,173.2339,173.2305,0.003477,0.89 LSB,PASS
30011,173.2368,173.2344,0.002457,0.63 LSB,PASS
30012,173.2397,173.2383,0.001437,0.37 LSB,PASS
30013,173.2426,173.2422,0.000417,0.11 LSB,PASS
30014,173.2455,173.2422,0.003303,0.85 LSB,PASS
30015,173.2484,173.2461,0.002283,0.58 LSB,PASS
30016,173.2513,173.2500,0.001263,0.32 LSB,PASS
30017,173.2541,173.2539,0.000242,0.06 LSB,PASS
30018,173.2570,173.2539,0.003128,0.80 LSB,PASS
30019,173.2599,173.2578,0.002108,0.54 LSB,PASS
30020,173.2628,173.2617,0.001087,0.28 LSB,PASS
30021,173.2657,173.2656,0.000067,0.02 LSB,PASS
30022,173.2686,173.2656,0.002953,0.76 LSB,PASS
30023,173.2715,173.2695,0.001932,0.49 LSB,PASS
30024,173.2743,173.2734,0.000911,0.23 LSB,PASS
30025,173.2772,173.2734,0.003797,0.97 LSB,PASS
30026,173.2801,173.2773,0.002776,0.71 LSB,PASS
30027,173.2830,173.2812,0.001756,0.45 LSB,PASS
30028,173.2859,173.2852,0.000735,0.19 LSB,PASS
30029,173.2888,173.2852,0.003620,0.93 LSB,PASS
30030,173.2917,173.2891,0.002599,0.67 LSB,PASS
30031,173.2945,173.2930,0.001578,0.40 LSB,PASS
30032,173.2974,173.2969,0.000557,0.14 LSB,PASS
30033,173.3003,173.2969,0.003442,0.88 LSB,PASS
30034,173.3032,173.3008,0.002421,0.62 LSB,PASS
30035,173.3061,173.3047,0.001400,0.36 LSB,PASS
30036,173.3090,173.3086,0.000379,0.10 LSB,PASS
30037,173.3119,173.3086,0.003264,0.84 LSB,PASS
30038,173.3147,173.3125,0.002243,0.57 LSB,PASS
30039,173.3176,173.3164,0.001221,0.31 LSB,PASS
30040,173.3205,173.3203,0.000200,0.05 LSB,PASS
30041,173.3234,173.3203,0.003085,0.79 LSB,PASS
30042,173.3263,173.3242,0.002063,0.53 LSB,PASS
30043,173.3292,173.3281,0.001042,0.27 LSB,PASS
30044,173.3321,173.3320,0.000020,0.01 LSB,PASS
30045,173.3349,173.3320,0.002905,0.74 LSB,PASS
30046,173.3378,173.3359,0.001883,0.48 LSB,PASS
30047,173.3407,173.3398,0.000861,0.22 LSB,PASS
30048,173.3436,173.3398,0.003746,0.96 LSB,PASS
30049,173.3465,173.3438,0.002724,0.70 LSB,PASS
30050,173.3494,173.3477,0.001702,0.44 LSB,PASS
30051,173.3522,173.3516,0.000680,0.17 LSB,PASS
30052,173.3551,173.3516,0.003564,0.91 LSB,PASS
30053,173.3580,173.3555,0.002542,0.65 LSB,PASS
30054,173.3609,173.3594,0.001520,0.39 LSB,PASS
30055,173.3638,173.3633,0.000498,0.13 LSB,PASS
30056,173.3667,173.3633,0.003382,0.87 LSB,PASS
30057,173.3695,173.3672,0.002360,0.60 LSB,PASS
30058,173.3724,173.3711,0.001338,0.34 LSB,PASS
30059,173.3753,173.3750,0.000315,0.08 LSB,PASS
30060,173.3782,173.3750,0.003199,0.82 LSB,PASS
30061,173.3811,173.3789,0.002177,0.56 LSB,PASS
30062,173.3840,173.3828,0.001154,0.30 LSB,PASS
30063,173.3869,173.3867,0.000132,0.03 LSB,PASS
30064,173.3897,173.3867,0.003016,0.77 LSB,PASS
30065,173.3926,173.3906,0.001993,0.51 LSB,PASS
30066,173.3955,173.3945,0.000970,0.25 LSB,PASS
30067,173.3984,173.3945,0.003854,0.99 LSB,PASS
30068,173.4013,173.3984,0.002831,0.72 LSB,PASS
30069,173.4042,173.4023,0.001808,0.46 LSB,PASS
30070,173.4070,173.4062,0.000786,0.20 LSB,PASS
30071,173.4099,173.4062,0.003669,0.94 LSB,PASS
30072,173.4128,173.4102,0.002646,0.68 LSB,PASS
30073,173.4157,173.4141,0.001623,0.42 LSB,PASS
30074,173.4186,173.4180,0.000600,0.15 LSB,PASS
30075,173.4215,173.4180,0.003483,0.89 LSB,PASS
30076,173.4243,173.4219,0.002460,0.63 LSB,PASS
30077,173.4272,173.4258,0.001437,0.37 LSB,PASS
30078,173.4301,173.4297,0.000414,0.11 LSB,PASS
30079,173.4330,173.4297,0.003297,0.84 LSB,PASS
30080,173.4359,173.4336,0.002273,0.58 LSB,PASS
30081,173.4387,173.4375,0.001250,0.32 LSB,PASS
30082,173.4416,173.4414,0.000227,0.06 LSB,PASS
30083,173.4445,173.4414,0.003109,0.80 LSB,PASS
30084,173.4474,173.4453,0.002086,0.53 LSB,PASS
30085,173.4503,173.4492,0.001062,0.27 LSB,PASS
30086,173.4532,173.4531,0.000039,0.01 LSB,PASS
30087,173.4560,173.4531,0.002921,0.75 LSB,PASS
30088,173.4589,173.4570,0.001898,0.49 LSB,PASS
30089,173.4618,173.4609,0.000874,0.22 LSB,PASS
30090,173.4647,173.4609,0.003756,0.96 LSB,PASS
30091,173.4676,173.4648,0.002732,0.70 LSB,PASS
30092,173.4705,173.4688,0.001709,0.44 LSB,PASS
30093,173.4733,173.4727,0.000685,0.18 LSB,PASS
30094,173.4762,173.4727,0.003567,0.91 LSB,PASS
30095,173.4791,173.4766,0.002543,0.65 LSB,PASS
30096,173.4820,173.4805,0.001519,0.39 LSB,PASS
30097,173.4849,173.4844,0.000495,0.13 LSB,PASS
30098,173.4878,173.4844,0.003377,0.86 LSB,PASS
30099,173.4906,173.4883,0.002353,0.60 LSB,PASS
30100,173.4935,173.4922,0.001328,0.34 LSB,PASS
30101,173.4964,173.4961,0.000304,0.08 LSB,PASS
30102,173.4993,173.4961,0.003186,0.82 LSB,PASS
30103,173.5022,173.5000,0.002161,0.55 LSB,PASS
30104,173.5050,173.5039,0.001137,0.29 LSB,PASS
30105,173.5079,173.5078,0.000112,0.03 LSB,PASS
30106,173.5108,173.5078,0.002994,0.77 LSB,PASS
30107,173.5137,173.5117,0.001969,0.50 LSB,PASS
30108,173.5166,173.5156,0.000945,0.24 LSB,PASS
30109,173.5195,173.5156,0.003826,0.98 LSB,PASS
30110,173.5223,173.5195,0.002802,0.72 LSB,PASS
30111,173.5252,173.5234,0.001777,0.45 LSB,PASS
30112,173.5281,173.5273,0.000752,0.19 LSB,PASS
30113,173.5310,173.5273,0.003633,0.93 LSB,PASS
30114,173.5339,173.5312,0.002608,0.67 LSB,PASS
30115,173.5367,173.5352,0.001583,0.41 LSB,PASS
30116,173.5396,173.5391,0.000558,0.14 LSB,PASS
30117,173.5425,173.5391,0.003439,0.88 LSB,PASS
30118,173.5454,173.5430,0.002414,0.62 LSB,PASS
30119,173.5483,173.5469,0.001389,0.36 LSB,PASS
30120,173.5511,173.5508,0.000364,0.09 LSB,PASS
30121,173.5540,173.5508,0.003245,0.83 LSB,PASS
30122,173.5569,173.5547,0.002220,0.57 LSB,PASS
30123,173.5598,173.5586,0.001194,0.31 LSB,PASS
30124,173.5627,173.5625,0.000169,0.04 LSB,PASS
30125,173.5655,173.5625,0.003050,0.78 LSB,PASS
30126,173.5684,173.5664,0.002024,0.52 LSB,PASS
30127,173.5713,173.5703,0.000998,0.26 LSB,PASS
30128,173.5742,173.5703,0.003879,0.99 LSB,PASS
30129,173.5771,173.5742,0.002853,0.73 LSB,PASS
30130,173.5800,173.5781,0.001828,0.47 LSB,PASS
30131,173.5828,173.5820,0.000802,0.21 LSB,PASS
30132,173.5857,173.5820,0.003682,0.94 LSB,PASS
30133,173.5886,173.5859,0.002657,0.68 LSB,PASS
30134,173.5915,173.5898,0.001631,0.42 LSB,PASS
30135,173.5944,173.5938,0.000605,0.15 LSB,PASS
30136,173.5972,173.5938,0.003485,0.89 LSB,PASS
30137,173.6001,173.5977,0.002459,0.63 LSB,PASS
30138,173.6030,173.6016,0.001433,0.37 LSB,PASS
30139,173.6059,173.6055,0.000407,0.10 LSB,PASS
30140,173.6088,173.6055,0.003287,0.84 LSB,PASS
30141,173.6116,173.6094,0.002261,0.58 LSB,PASS
30142,173.6145,173.6133,0.001234,0.32 LSB,PASS
30143,173.6174,173.6172,0.000208,0.05 LSB,PASS
30144,173.6203,173.6172,0.003088,0.79 LSB,PASS
30145,173.6232,173.6211,0.002061,0.53 LSB,PASS
30146,173.6260,173.6250,0.001035,0.26 LSB,PASS
30147,173.6289,173.6289,0.000008,0.00 LSB,PASS
30148,173.6318,173.6289,0.002888,0.74 LSB,PASS
30149,173.6347,173.6328,0.001861,0.48 LSB,PASS
30150,173.6376,173.6367,0.000835,0.21 LSB,PASS
30151,173.6404,173.6367,0.003714,0.95 LSB,PASS
30152,173.6433,173.6406,0.002688,0.69 LSB,PASS
30153,173.6462,173.6445,0.001661,0.43 LSB,PASS
30154,173.6491,173.6484,0.000634,0.16 LSB,PASS
30155,173.6520,173.6484,0.003513,0.90 LSB,PASS
30156,173.6548,173.6523,0.002486,0.64 LSB,PASS
30157,173.6577,173.6562,0.001459,0.37 LSB,PASS
30158,173.6606,173.6602,0.000432,0.11 LSB,PASS
30159,173.6635,173.6602,0.003311,0.85 LSB,PASS
30160,173.6663,173.6641,0.002284,0.58 LSB,PASS
30161,173.6692,173.6680,0.001257,0.32 LSB,PASS
30162,173.6721,173.6719,0.000230,0.06 LSB,PASS
30163,173.6750,173.6719,0.003109,0.80 LSB,PASS
30164,173.6779,173.6758,0.002081,0.53 LSB,PASS
30165,173.6807,173.6797,0.001054,0.27 LSB,PASS
30166,173.6836,173.6836,0.000027,0.01 LSB,PASS
30167,173.6865,173.6836,0.002905,0.74 LSB,PASS
30168,173.6894,173.6875,0.001878,0.48 LSB,PASS
30169,173.6923,173.6914,0.000850,0.22 LSB,PASS
30170,173.6951,173.6914,0.003729,0.95 LSB,PASS
30171,173.6980,173.6953,0.002701,0.69 LSB,PASS
30172,173.7009,173.6992,0.001674,0.43 LSB,PASS
30173,173.7038,173.7031,0.000646,0.17 LSB,PASS
30174,173.7066,173.7031,0.003524,0.90 LSB,PASS
30175,173.7095,173.7070,0.002496,0.64 LSB,PASS
30176,173.7124,173.7109,0.001469,0.38 LSB,PASS
30177,173.7153,173.7148,0.000441,0.11 LSB,PASS
30178,173.7182,173.7148,0.003319,0.85 LSB,PASS
30179,173.7210,173.7188,0.002291,0.59 LSB,PASS
30180,173.7239,173.7227,0.001263,0.32 LSB,PASS
30181,173.7268,173.7266,0.000235,0.06 LSB,PASS
30182,173.7297,173.7266,0.003113,0.80 LSB,PASS
30183,173.7326,173.7305,0.002084,0.53 LSB,PASS
30184,173.7354,173.7344,0.001056,0.27 LSB,PASS
30185,173.7383,173.7383,0.000028,0.01 LSB,PASS
30186,173.7412,173.7383,0.002906,0.74 LSB,PASS
30187,173.7441,173.7422,0.001877,0.48 LSB,PASS
30188,173.7469,173.7461,0.000849,0.22 LSB,PASS
30189,173.7498,173.7461,0.003726,0.95 LSB,PASS
30190,173.7527,173.7500,0.002698,0.69 LSB,PASS
30191,173.7556,173.7539,0.001669,0.43 LSB,PASS
30192,173.7585,173.7578,0.000641,0.16 LSB,PASS
30193,173.7613,173.7578,0.003518,0.90 LSB,PASS
30194,173.7642,173.7617,0.002489,0.64 LSB,PASS
30195,173.7671,173.7656,0.001460,0.37 LSB,PASS
30196,173.7700,173.7695,0.000432,0.11 LSB,PASS
30197,173.7728,173.7695,0.003309,0.85 LSB,PASS
30198,173.7757,173.7734,0.002280,0.58 LSB,PASS
30199,173.7786,173.7773,0.001251,0.32 LSB,PASS
30200,173.7815,173.7812,0.000222,0.06 LSB,PASS
30201,173.7843,173.7812,0.003099,0.79 LSB,PASS
30202,173.7872,173.7852,0.002070,0.53 LSB,PASS
30203,173.7901,173.7891,0.001041,0.27 LSB,PASS
30204,173.7930,173.7930,0.000012,0.00 LSB,PASS
30205,173.7959,173.7930,0.002889,0.74 LSB,PASS
30206,173.7987,173.7969,0.001859,0.48 LSB,PASS
30207,173.8016,173.8008,0.000830,0.21 LSB,PASS
30208,173.8045,173.8008,0.003707,0.95 LSB,PASS
30209,173.8074,173.8047,0.002677,0.69 LSB,PASS
30210,173.8102,173.8086,0.001648,0.42 LSB,PASS
30211,173.8131,173.8125,0.000618,0.16 LSB,PASS
30212,173.8160,173.8125,0.003495,0.89 LSB,PASS
30213,173.8189,173.8164,0.002465,0.63 LSB,PASS
30214,173.8217,173.8203,0.001435,0.37 LSB,PASS
30215,173.8246,173.8242,0.000406,0.10 LSB,PASS
30216,173.8275,173.8242,0.003282,0.84 LSB,PASS
30217,173.8304,173.8281,0.002252,0.58 LSB,PASS
30218,173.8333,173.8320,0.001222,0.31 LSB,PASS
30219,173.8361,173.8359,0.000192,0.05 LSB,PASS
30220,173.8390,173.8359,0.003068,0.79 LSB,PASS
30221,173.8419,173.8398,0.002038,0.52 LSB,PASS
30222,173.8448,173.8438,0.001008,0.26 LSB,PASS
30223,173.8476,173.8438,0.003884,0.99 LSB,PASS
30224,173.8505,173.8477,0.002854,0.73 LSB,PASS
30225,173.8534,173.8516,0.001824,0.47 LSB,PASS
30226,173.8563,173.8555,0.000794,0.20 LSB,PASS
30227,173.8591,173.8555,0.003670,0.94 LSB,PASS
30228,173.8620,173.8594,0.002639,0.68 LSB,PASS
30229,173.8649,173.8633,0.001609,0.41 LSB,PASS
30230,173.8678,173.8672,0.000578,0.15 LSB,PASS
30231,173.8706,173.8672,0.003454,0.88 LSB,PASS
30232,173.8735,173.8711,0.002423,0.62 LSB,PASS
30233,173.8764,173.8750,0.001393,0.36 LSB,PASS
30234,173.8793,173.8789,0.000362,0.09 LSB,PASS
30235,173.8821,173.8789,0.003238,0.83 LSB,PASS
30236,173.8850,173.8828,0.002207,0.56 LSB,PASS
30237,173.8879,173.8867,0.001176,0.30 LSB,PASS
30238,173.8908,173.8906,0.000145,0.04 LSB,PASS
30239,173.8936,173.8906,0.003021,0.77 LSB,PASS
30240,173.8965,173.8945,0.001990,0.51 LSB,PASS
30241,173.8994,173.8984,0.000959,0.25 LSB,PASS
30242,173.9023,173.8984,0.003834,0.98 LSB,PASS
30243,173.9051,173.9023,0.002803,0.72 LSB,PASS
30244,173.9080,173.9062,0.001772,0.45 LSB,PASS
30245,173.9109,173.9102,0.000740,0.19 LSB,PASS
30246,173.9138,173.9102,0.003615,0.93 LSB,PASS
30247,173.9166,173.9141,0.002584,0.66 LSB,PASS
30248,173.9195,173.9180,0.001553,0.40 LSB,PASS
30249,173.9224,173.9219,0.000521,0.13 LSB,PASS
30250,173.9253,173.9219,0.003396,0.87 LSB,PASS
30251,173.9281,173.9258,0.002365,0.61 LSB,PASS
30252,173.9310,173.9297,0.001333,0.34 LSB,PASS
30253,173.9339,173.9336,0.000302,0.08 LSB,PASS
30254,173.9368,173.9336,0.003176,0.81 LSB,PASS
30255,173.9396,173.9375,0.002145,0.55 LSB,PASS
30256,173.9425,173.9414,0.001113,0.28 LSB,PASS
30257,173.9454,173.9453,0.000081,0.02 LSB,PASS
30258,173.9483,173.9453,0.002956,0.76 LSB,PASS
30259,173.9511,173.9492,0.001924,0.49 LSB,PASS
30260,173.9540,173.9531,0.000892,0.23 LSB,PASS
30261,173.9569,173.9531,0.003766,0.96 LSB,PASS
30262,173.9598,173.9570,0.002734,0.70 LSB,PASS
30263,173.9626,173.9609,0.001702,0.44 LSB,PASS
30264,173.9655,173.9648,0.000670,0.17 LSB,PASS
30265,173.9684,173.9648,0.003544,0.91 LSB,PASS
30266,173.9713,173.9688,0.002512,0.64 LSB,PASS
30267,173.9741,173.9727,0.001480,0.38 LSB,PASS
30268,173.9770,173.9766,0.000447,0.11 LSB,PASS
30269,173.9799,173.9766,0.003321,0.85 LSB,PASS
30270,173.9828,173.9805,0.002289,0.59 LSB,PASS
30271,173.9856,173.9844,0.001257,0.32 LSB,PASS
30272,173.9885,173.9883,0.000224,0.06 LSB,PASS
30273,173.9914,173.9883,0.003098,0.79 LSB,PASS
30274,173.9943,173.9922,0.002065,0.53 LSB,PASS
30275,173.9971,173.9961,0.001033,0.26 LSB,PASS
30276,174.0000,174.0000,0.000000,0.00 LSB,PASS
30277,174.0029,174.0000,0.002874,0.74 LSB,PASS
30278,174.0057,174.0039,0.001841,0.47 LSB,PASS
30279,174.0086,174.0078,0.000808,0.21 LSB,PASS
30280,174.0115,174.0078,0.003681,0.94 LSB,PASS
30281,174.0144,174.0117,0.002648,0.68 LSB,PASS
30282,174.0172,174.0156,0.001616,0.41 LSB,PASS
30283,174.0201,174.0195,0.000583,0.15 LSB,PASS
30284,174.0230,174.0195,0.003456,0.88 LSB,PASS
30285,174.0259,174.0234,0.002423,0.62 LSB,PASS
30286,174.0287,174.0273,0.001390,0.36 LSB,PASS
30287,174.0316,174.0312,0.000356,0.09 LSB,PASS
30288,174.0345,174.0312,0.003229,0.83 LSB,PASS
30289,174.0374,174.0352,0.002196,0.56 LSB,PASS
30290,174.0402,174.0391,0.001163,0.30 LSB,PASS
30291,174.0431,174.0430,0.000129,0.03 LSB,PASS
30292,174.0460,174.0430,0.003002,0.77 LSB,PASS
30293,174.0488,174.0469,0.001969,0.50 LSB,PASS
30294,174.0517,174.0508,0.000935,0.24 LSB,PASS
30295,174.0546,174.0508,0.003808,0.97 LSB,PASS
30296,174.0575,174.0547,0.002774,0.71 LSB,PASS
30297,174.0603,174.0586,0.001741,0.45 LSB,PASS
30298,174.0632,174.0625,0.000707,0.18 LSB,PASS
30299,174.0661,174.0625,0.003579,0.92 LSB,PASS
30300,174.0690,174.0664,0.002546,0.65 LSB,PASS
30301,174.0718,174.0703,0.001512,0.39 LSB,PASS
30302,174.0747,174.0742,0.000478,0.12 LSB,PASS
30303,174.0776,174.0742,0.003350,0.86 LSB,PASS
30304,174.0804,174.0781,0.002316,0.59 LSB,PASS
30305,174.0833,174.0820,0.001282,0.33 LSB,PASS
30306,174.0862,174.0859,0.000248,0.06 LSB,PASS
30307,174.0891,174.0859,0.003120,0.80 LSB,PASS
30308,174.0919,174.0898,0.002086,0.53 LSB,PASS
30309,174.0948,174.0938,0.001052,0.27 LSB,PASS
30310,174.0977,174.0977,0.000017,0.00 LSB,PASS
30311,174.1005,174.0977,0.002889,0.74 LSB,PASS
30312,174.1034,174.1016,0.001855,0.47 LSB,PASS
30313,174.1063,174.1055,0.000821,0.21 LSB,PASS
30314,174.1092,174.1055,0.003692,0.95 LSB,PASS
30315,174.1120,174.1094,0.002658,0.68 LSB,PASS
30316,174.1149,174.1133,0.001623,0.42 LSB,PASS
30317,174.1178,174.1172,0.000589,0.15 LSB,PASS
30318,174.1206,174.1172,0.003460,0.89 LSB,PASS
30319,174.1235,174.1211,0.002426,0.62 LSB,PASS
30320,174.1264,174.1250,0.001391,0.36 LSB,PASS
30321,174.1293,174.1289,0.000356,0.09 LSB,PASS
30322,174.1321,174.1289,0.003227,0.83 LSB,PASS
30323,174.1350,174.1328,0.002193,0.56 LSB,PASS
30324,174.1379,174.1367,0.001158,0.30 LSB,PASS
30325,174.1407,174.1406,0.000123,0.03 LSB,PASS
30326,174.1436,174.1406,0.002994,0.77 LSB,PASS
30327,174.1465,174.1445,0.001959,0.50 LSB,PASS
30328,174.1494,174.1484,0.000924,0.24 LSB,PASS
30329,174.1522,174.1484,0.003795,0.97 LSB,PASS
30330,174.1551,174.1523,0.002760,0.71 LSB,PASS
30331,174.1580,174.1562,0.001724,0.44 LSB,PASS
30332,174.1608,174.1602,0.000689,0.18 LSB,PASS
30333,174.1637,174.1602,0.003560,0.91 LSB,PASS
30334,174.1666,174.1641,0.002524,0.65 LSB,PASS
30335,174.1695,174.1680,0.001489,0.38 LSB,PASS
30336,174.1723,174.1719,0.000453,0.12 LSB,PASS
30337,174.1752,174.1719,0.003324,0.85 LSB,PASS
30338,174.1781,174.1758,0.002289,0.59 LSB,PASS
30339,174.1809,174.1797,0.001253,0.32 LSB,PASS
30340,174.1838,174.1836,0.000217,0.06 LSB,PASS
30341,174.1867,174.1836,0.003088,0.79 LSB,PASS
30342,174.1896,174.1875,0.002052,0.53 LSB,PASS
30343,174.1924,174.1914,0.001016,0.26 LSB,PASS
30344,174.1953,174.1914,0.003886,0.99 LSB,PASS
30345,174.1982,174.1953,0.002851,0.73 LSB,PASS
30346,174.2010,174.1992,0.001815,0.46 LSB,PASS
30347,174.2039,174.2031,0.000779,0.20 LSB,PASS
30348,174.2068,174.2031,0.003649,0.93 LSB,PASS
30349,174.2096,174.2070,0.002613,0.67 LSB,PASS
30350,174.2125,174.2109,0.001576,0.40 LSB,PASS
30351,174.2154,174.2148,0.000540,0.14 LSB,PASS
30352,174.2183,174.2148,0.003410,0.87 LSB,PASS
30353,174.2211,174.2188,0.002374,0.61 LSB,PASS
30354,174.2240,174.2227,0.001338,0.34 LSB,PASS
30355,174.2269,174.2266,0.000301,0.08 LSB,PASS
30356,174.2297,174.2266,0.003171,0.81 LSB,PASS
30357,174.2326,174.2305,0.002134,0.55 LSB,PASS
30358,174.2355,174.2344,0.001098,0.28 LSB,PASS
30359,174.2383,174.2383,0.000061,0.02 LSB,PASS
30360,174.2412,174.2383,0.002931,0.75 LSB,PASS
30361,174.2441,174.2422,0.001894,0.48 LSB,PASS
30362,174.2470,174.2461,0.000857,0.22 LSB,PASS
30363,174.2498,174.2461,0.003727,0.95 LSB,PASS
30364,174.2527,174.2500,0.002690,0.69 LSB,PASS
30365,174.2556,174.2539,0.001653,0.42 LSB,PASS
